Campaign: GainFrame - Discovery Keywords (ID: 2143510307)
Ad Group: Automated (ID: 2147000076)
"Start Date: Mar 21, 2026"
"End Date: May 27, 2026"
Currency: USD
Time Zone: America/New_York
""

Search Term,Match Source,Keyword,Match Type,Ad Group ID,Ad Group Name,Default CPT Bid,Spend,Avg CPA (Total),Average CPT,Avg CPM,Avg Daily Spend,Impressions,Taps,Installs (Total),TTR,CR (Total),CR (Tap-Through),New Downloads (Total),Redownloads (Total),Installs (View-Through),Installs (Tap-Through),Avg CPA (Tap-Through),New Downloads (View-Through),Redownloads (View-Through),New Downloads (Tap-Through),Redownloads (Tap-Through),Pre-Orders Placed (Tap-Through),Pre-Orders Placed (View-Through),Pre-Orders Placed (Total)
"gymproluxe","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","58","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gymstar","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","22","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gymvmt","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","30","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gyro republic","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gyrocopters","Search Match","","AUTO","2147000076","Automated","","3.85","0.00","0.77","","","267","5","0","0.0187","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"hama fit move","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","21","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"handy waage gramm","Search Match","","AUTO","2147000076","Automated","","1.99","0.00","1.99","","","10","1","0","0.1","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"harbor fitness","Search Match","","AUTO","2147000076","Automated","","0.80","0.00","0.80","","","70","1","0","0.0143","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"harbor fitness app","Search Match","","AUTO","2147000076","Automated","","1.24","0.00","1.24","","","49","1","0","0.0204","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"harbor fitness member","Search Match","","AUTO","2147000076","Automated","","9.89","9.89","1.41","","","465","7","1","0.0151","0.1429","0.1429","1","0","0","1","9.89","0","0","1","0","0","0","0"
"heal","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"healthcoach","Search Match","","AUTO","2147000076","Automated","","3.97","3.97","1.32","","","90","3","1","0.0333","0.3333","0.3333","1","0","0","1","3.97","0","0","1","0","0","0","0"
"heightmax","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","32","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"helloasso","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"her 75 challenge","Search Match","","AUTO","2147000076","Automated","","2.85","0.00","1.43","","","36","2","0","0.0556","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"hexfit","Search Match","","AUTO","2147000076","Automated","","1.66","0.00","0.83","","","81","2","0","0.0247","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"heychef","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"high.diet app","Search Match","","AUTO","2147000076","Automated","","14.71","7.35","1.34","","","157","11","2","0.0701","0.1818","0.1818","2","0","0","2","7.35","0","0","2","0","0","0","0"
"honeydew","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","44","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ice fit","Search Match","","AUTO","2147000076","Automated","","2.04","2.04","1.02","","","213","2","1","0.0094","0.5","0.5","1","0","0","1","2.04","0","0","1","0","0","0","0"
"idolem","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","60","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"idolem hot yoga chaud","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","45","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"igcounty","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ignite","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"in body","Search Match","","AUTO","2147000076","Automated","","1.16","0.00","1.16","","","97","1","0","0.0103","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"in shape","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","23","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"inbody scanner","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"incentfit","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","64","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"inclined","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"incremental","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"inspection & testing","Search Match","","AUTO","2147000076","Automated","","0.47","0.00","0.47","","","30","1","0","0.0333","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"insperity","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","26","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"integrity index","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"jazzercise","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"jazzercise on demand","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","37","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"jeff’s bagel run","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"jelly tracker","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"john reed","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","186","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"john reed fitness","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","110","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"joylux vfit","Search Match","","AUTO","2147000076","Automated","","4.20","0.00","1.40","","","49","3","0","0.0612","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"jsxem","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"jsxem book mate","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"jump rope counter","Search Match","","AUTO","2147000076","Automated","","2.10","2.10","2.10","","","26","1","1","0.0385","1.0","1.0","1","0","0","1","2.10","0","0","1","0","0","0","0"
"kalisport","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"kbmh - kettlebell workouts","Search Match","","AUTO","2147000076","Automated","","2.72","0.00","2.72","","","26","1","0","0.0385","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"keep pushing","Search Match","","AUTO","2147000076","Automated","","3.77","3.77","1.26","","","58","3","1","0.0517","0.3333","0.3333","1","0","0","1","3.77","0","0","1","0","0","0","0"
"khidmaty","Search Match","","AUTO","2147000076","Automated","","2.28","0.00","1.14","","","10","2","0","0.2","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"kikidrop","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","21","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"kospet fit","Search Match","","AUTO","2147000076","Automated","","5.25","0.00","1.31","","","107","4","0","0.0374","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ks fit","Search Match","","AUTO","2147000076","Automated","","1.21","0.00","1.21","","","34","1","0","0.0294","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"la bonne app","Search Match","","AUTO","2147000076","Automated","","0.72","0.00","0.72","","","16","1","0","0.0625","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"la fitness","Search Match","","AUTO","2147000076","Automated","","1.07","0.00","1.07","","","37","1","0","0.027","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"landmark cinema","Search Match","","AUTO","2147000076","Automated","","0.38","0.00","0.38","","","35","1","0","0.0286","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"lean with lilly","Search Match","","AUTO","2147000076","Automated","","1.29","0.00","1.29","","","75","1","0","0.0133","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"legitfit","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"leichtathletik","Search Match","","AUTO","2147000076","Automated","","2.25","0.00","1.12","","","33","2","0","0.0606","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"leisure centre","Search Match","","AUTO","2147000076","Automated","","4.54","4.54","1.14","","","175","4","1","0.0229","0.25","0.25","1","0","0","1","4.54","0","0","1","0","0","0","0"
"level up","Search Match","","AUTO","2147000076","Automated","","0.92","0.00","0.92","","","27","1","0","0.037","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"liberfit","Search Match","","AUTO","2147000076","Automated","","0.48","0.00","0.48","","","11","1","0","0.0909","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"liberty gym france","Search Match","","AUTO","2147000076","Automated","","0.94","0.00","0.94","","","10","1","0","0.1","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"lichtblick","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","30","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"liene photo","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","37","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"lifeflex","Search Match","","AUTO","2147000076","Automated","","2.21","0.00","1.11","","","24","2","0","0.0833","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"lifespeak","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"lighter app free","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"lightup","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","15","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"live meet gymnastics","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"live uitslagen","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","60","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"lookout for work","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","19","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"lookslab","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"lvac las vegas athletic clubs","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"m365 down g","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ma gym tv","Search Match","","AUTO","2147000076","Automated","","5.17","2.58","1.03","","","160","5","2","0.0313","0.4","0.4","2","0","0","2","2.58","0","0","2","0","0","0","0"
"madietenligne","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","32","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"magic pass","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"magymtv","Search Match","","AUTO","2147000076","Automated","","1.35","0.00","1.35","","","81","1","0","0.0123","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mammotion","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mark me","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"matrix fitness","Search Match","","AUTO","2147000076","Automated","","0.97","0.00","0.97","","","21","1","0","0.0476","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"maxesport","Search Match","","AUTO","2147000076","Automated","","0.62","0.00","0.62","","","59","1","0","0.0169","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"maytronics dolphin","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mcfit","Search Match","","AUTO","2147000076","Automated","","3.85","0.00","0.96","","","284","4","0","0.0141","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"meidi+","Search Match","","AUTO","2147000076","Automated","","1.24","0.00","1.24","","","75","1","0","0.0133","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mellow migraine","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","29","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mellow: migraine & suivi","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","54","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mentor","Search Match","","AUTO","2147000076","Automated","","87.36","2.43","1.08","","","2335","81","36","0.0347","0.4444","0.4444","35","1","0","36","2.43","0","0","35","1","0","0","0"
"mentor goal","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","113","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mentors","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mequilibrium","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mgen","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","52","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"milan marathon","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mindbody: fitness & wellness","Search Match","","AUTO","2147000076","Automated","","1.61","0.00","1.61","","","29","1","0","0.0345","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mk coaching","Search Match","","AUTO","2147000076","Automated","","1.34","1.34","0.67","","","17","2","1","0.1176","0.5","0.5","1","0","0","1","1.34","0","0","1","0","0","0","0"
"mk2","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"modo yoga","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mofa sy","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"momentum","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","111","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"monsuividiet","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","15","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"montgenevre","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"morgan interim","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"moss","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"motion fitness.","Search Match","","AUTO","2147000076","Automated","","1.49","0.00","1.49","","","15","1","0","0.0667","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"motion sickness","Search Match","","AUTO","2147000076","Automated","","1.66","0.00","1.66","","","27","1","0","0.037","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"motion track","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"motionvibe","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"movati athletic.","Search Match","","AUTO","2147000076","Automated","","12.06","6.03","1.34","","","754","9","2","0.0119","0.2222","0.2222","2","0","0","2","6.03","0","0","2","0","0","0","0"
"movemix","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","70","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"movespring","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","63","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"movex","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"movofit","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mozaik","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"msite","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"msmartfit","Search Match","","AUTO","2147000076","Automated","","4.57","0.00","1.14","","","167","4","0","0.024","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mudbord","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"my benefits","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"my garage","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"my gym","Search Match","","AUTO","2147000076","Automated","","1.16","0.00","1.16","","","26","1","0","0.0385","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"my impact","Search Match","","AUTO","2147000076","Automated","","0.91","0.00","0.30","","","115","3","0","0.0261","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"my impact page","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"my solar edge","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","25","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mycampapp","Search Match","","AUTO","2147000076","Automated","","0.77","0.77","0.77","","","55","1","1","0.0182","1.0","1.0","1","0","0","1","0.77","0","0","1","0","0","0","0"
"myfountain co","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mygym","Search Match","","AUTO","2147000076","Automated","","2.32","0.00","1.16","","","118","2","0","0.0169","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"mygym prime","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"myimpact","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","43","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"myone","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","47","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"myview","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"nasa","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"neoness","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"netflix","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","87","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"netgym","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"nexfoto","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"nomo cam","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"non stop gym","Search Match","","AUTO","2147000076","Automated","","8.35","4.18","1.19","","","599","7","2","0.0117","0.2857","0.2857","2","0","0","2","4.18","0","0","2","0","0","0","0"
"nonstop gym","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","75","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"nrg gym","Search Match","","AUTO","2147000076","Automated","","2.40","0.00","1.20","","","115","2","0","0.0174","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"nrg gym 2","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"nuffield gym","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"nutrimuscle","Search Match","","AUTO","2147000076","Automated","","17.20","3.44","1.15","","","564","15","5","0.0266","0.3333","0.3333","5","0","0","5","3.44","0","0","5","0","0","0","0"
"nutrition by michelle","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"nx wear","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"oakley","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ollee watch","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"one touch health","Search Match","","AUTO","2147000076","Automated","","1.57","0.00","1.57","","","48","1","0","0.0208","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"onegym","Search Match","","AUTO","2147000076","Automated","","1.24","0.00","1.24","","","14","1","0","0.0714","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"onelife fitness","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","25","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"openswim","Search Match","","AUTO","2147000076","Automated","","1.31","0.00","1.31","","","70","1","0","0.0143","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"optisport","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","25","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"opwekking","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","22","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"opwekking 2026","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","46","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"oraimo health","Search Match","","AUTO","2147000076","Automated","","5.68","2.84","0.95","","","186","6","2","0.0323","0.3333","0.3333","1","1","0","2","2.84","0","0","1","1","0","0","0"
"organilog","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ortec ess 7","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"osha-niosh heat safety tool","Search Match","","AUTO","2147000076","Automated","","5.97","0.00","1.99","","","62","3","0","0.0484","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"overdrop","Search Match","","AUTO","2147000076","Automated","","1.17","0.00","1.17","","","26","1","0","0.0385","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"oxygen yoga & fitness","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
